0_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
47_46 ['Rural', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
47_47 ['Rural', 'Farmland', 'Residential', 'Residential', 'Residential', 'Residential']
47_50 ['Woods', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
47_52 ['Rural', 'Rural', 'Farmland', 'Industrial', 'Industrial', 'Industrial']
47_53 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Industrial']
47_59 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
47_61 ['Rural', 'Rural', 'Rural', 'Industrial', 'Industrial', 'Industrial']
47_73 ['Woods', 'Rural', 'Rural', 'Rural', 'Residential', 'Farmland']
47_74 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
48_1 ['Residential', 'RiverLake', 'Rural', 'Rural', 'Rural', 'Rural']
48_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
48_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
48_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
48_8 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
48_14 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
48_22 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Farmland']
48_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
48_31 ['Farmland', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
48_34 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
48_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Industrial']
48_50 ['Woods', 'Rural', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
48_51 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Residential']
48_52 ['Farmland', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
48_60 ['Woods', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Farmland']
48_66 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
48_71 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
48_74 ['Woods', 'Woods', 'Rural', 'Rural', 'Rural', 'Rural']
49_12 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
49_14 ['Farmland', 'Farmland', 'RiverLake', 'Rural', 'Rural', 'Rural']
49_21 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
49_25 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural', 'Woods']
49_27 ['Industrial', 'Industrial', 'Industrial', 'Residential', 'Residential', 'Residential']
49_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Industrial']
49_48 ['Rural', 'RiverLake', 'Residential', 'Residential', 'Residential', 'Residential']
49_71 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
49_75 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
50_2 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
50_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
50_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
50_8 ['Farmland', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
50_20 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
50_24 ['Industrial', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
50_30 ['RiverLake', 'RiverLake', 'RiverLake', 'Farmland', 'Farmland', 'Farmland']
50_34 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
50_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential', 'Residential']
50_47 ['Farmland', 'RiverLake', 'Rural', 'Rural', 'Industrial', 'Industrial']
50_48 ['Rural', 'Rural', 'Rural', 'Rural', 'Woods', 'Woods']
50_54 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
50_55 ['Rural', 'Rural', 'Rural', 'Rural', 'Woods', 'Woods']
50_56 ['Industrial', 'Industrial', 'Industrial', 'Rural', 'Rural', 'Rural']
50_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
50_63 ['RiverLake', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
50_64 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
50_69 ['Rural', 'Rural', 'Woods', 'Woods', 'Woods', 'Woods']
50_71 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
50_74 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
50_75 ['Residential', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
51_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
51_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
51_12 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
51_13 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
51_15 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
51_17 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
51_19 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
51_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
51_49 ['Woods', 'Woods', 'Woods', 'Woods', 'Rural', 'Rural']
51_50 ['Woods', 'Woods', 'Residential', 'Rural', 'Rural', 'Farmland']
51_51 ['Woods', 'Woods', 'Farmland', 'Rural', 'Rural', 'Rural']
51_58 ['Residential', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
51_62 ['RiverLake', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
51_64 ['RiverLake', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
51_65 ['Residential', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
51_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
51_71 ['Rural', 'Rural', 'Residential', 'Woods', 'Woods', 'Woods']
51_77 ['Residential', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
52_2 ['Rural', 'Rural', 'RiverLake', 'Farmland', 'Farmland', 'Industrial']
52_3 ['Woods', 'Woods', 'Rural', 'Rural', 'Rural', 'Rural']
52_9 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
52_19 ['RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
52_24 ['Industrial', 'Industrial', 'Industrial', 'Woods', 'Woods', 'Woods']
52_29 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'Farmland', 'Farmland']
52_31 ['Farmland', 'Farmland', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
52_49 ['Industrial', 'Industrial', 'Industrial', 'Rural', 'Rural', 'Rural']
52_52 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
52_56 ['Woods', 'Residential', 'Farmland', 'Rural', 'Rural', 'Rural']
52_57 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
52_65 ['RiverLake', 'Residential', 'Industrial', 'Rural', 'Rural', 'Rural']
52_66 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Rural']
53_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
53_12 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'RiverLake']
53_14 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
53_18 ['RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
53_25 ['Farmland', 'Farmland', 'Farmland', 'RiverLake', 'RiverLake', 'RiverLake']
53_29 ['RiverLake', 'RiverLake', 'RiverLake', 'Farmland', 'Farmland', 'Farmland']
53_33 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
53_34 ['Farmland', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
53_35 ['Industrial', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
53_42 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
53_50 ['Rural', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
53_56 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
53_57 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
53_63 ['Residential', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
53_65 ['RiverLake', 'Rural', 'Woods', 'Woods', 'Woods', 'Woods']
53_72 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
54_14 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
54_15 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
54_20 ['Residential', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
54_22 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural']
54_23 ['Rural', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
54_24 ['Rural', 'Industrial', 'Industrial', 'Residential', 'Residential', 'Residential']
54_25 ['Residential', 'Residential', 'Farmland', 'Farmland', 'Rural', 'RiverLake']
54_36 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
54_49 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential', 'Farmland']
54_51 ['Woods', 'Industrial', 'Rural', 'Rural', 'Rural', 'Rural']
54_54 ['Rural', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
54_55 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
54_60 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
54_72 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Residential', 'Residential']
54_75 ['RiverLake', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
55_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
55_15 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
55_21 ['Rural', 'Rural', 'Woods', 'Woods', 'Woods', 'RiverLake']
55_23 ['Farmland', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'Industrial']
55_25 ['RiverLake', 'Farmland', 'Farmland', 'Industrial', 'Industrial', 'Residential']
55_29 ['Farmland', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
55_41 ['Rural', 'Rural', 'Rural', 'Residential', 'Woods', 'Woods']
55_43 ['Rural', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
55_45 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
55_58 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
55_59 ['Woods', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
55_63 ['Residential', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
55_67 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
55_68 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
55_70 ['RiverLake', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
55_71 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
55_73 ['RiverLake', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
55_75 ['Industrial', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
55_76 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
56_11 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
56_12 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
56_13 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
56_24 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
56_25 ['RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
56_31 ['RiverLake', 'RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
56_44 ['Woods', 'RiverLake', 'Rural', 'Rural', 'Farmland', 'Farmland']
56_45 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
56_48 ['Rural', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
56_55 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
56_59 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
56_67 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
56_71 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
56_72 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural']
56_73 ['Residential', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
56_74 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
56_75 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Residential']
57_12 ['Farmland', 'Farmland', 'Woods', 'Woods', 'Woods', 'Woods']
57_15 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
57_21 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
57_23 ['RiverLake', 'Woods', 'Farmland', 'Farmland', 'Farmland', 'Rural']
57_30 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Industrial', 'Industrial']
57_33 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Woods']
57_37 ['Industrial', 'Industrial', 'Residential', 'Rural', 'Farmland', 'Woods']
57_38 ['Industrial', 'Industrial', 'Residential', 'Residential', 'Residential', 'Residential']
57_41 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
57_42 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
57_71 ['Residential', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
58_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
58_4 ['Woods', 'Woods', 'Rural', 'Rural', 'Rural', 'Rural']
58_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
58_7 ['RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
58_13 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
58_15 ['RiverLake', 'Rural', 'Rural', 'Rural', 'Farmland', 'Farmland']
58_20 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
58_21 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
58_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Rural', 'Rural']
58_24 ['Woods', 'Farmland', 'Farmland', 'RiverLake', 'RiverLake', 'RiverLake']
58_25 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
58_27 ['Industrial', 'Industrial', 'Rural', 'Rural', 'Rural', 'Rural']
58_31 ['Industrial', 'Industrial', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
58_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Rural', 'Rural']
58_44 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
58_46 ['Rural', 'Rural', 'Rural', 'Woods', 'Woods', 'Woods']
58_58 ['Woods', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
58_59 ['Woods', 'RiverLake', 'Rural', 'Rural', 'Rural', 'Rural']
58_61 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
58_72 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
58_74 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
58_75 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
59_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
59_19 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Woods', 'Rural']
59_28 ['RiverLake', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
59_32 ['Industrial', 'Industrial', 'RiverLake', 'Farmland', 'Farmland', 'Farmland']
59_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Rural']
59_46 ['RiverLake', 'RiverLake', 'Rural', 'Rural', 'Rural', 'Rural']
59_61 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
59_64 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
59_68 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
59_77 ['Residential', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
60_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
60_28 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural', 'Rural']
60_41 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
60_42 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
60_43 ['Rural', 'Rural', 'Rural', 'Woods', 'Woods', 'Woods']
60_55 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
60_57 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
60_60 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
60_61 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
60_62 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
61_2 ['RiverLake', 'Rural', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
61_18 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural']
61_24 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
61_28 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Residential']
61_38 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
61_42 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
61_59 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
61_70 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
61_71 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
62_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
62_13 ['Farmland', 'Farmland', 'Woods', 'Woods', 'Woods', 'Woods']
62_15 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural', 'Rural']
62_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Rural', 'RiverLake']
62_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
62_40 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
62_41 ['Rural', 'Rural', 'Rural', 'Rural', 'Woods', 'Woods']
62_42 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
62_48 ['Woods', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
62_59 ['Residential', 'Residential', 'Rural', 'Rural', 'Rural', 'Rural']
62_61 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
63_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
63_10 ['RiverLake', 'RiverLake', 'Woods', 'Woods', 'Woods', 'Farmland']
63_16 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural', 'Rural']
63_18 ['Woods', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
63_23 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
63_37 ['Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland', 'Industrial']
63_41 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_70 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
63_74 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
64_3 ['RiverLake', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_13 ['Farmland', 'RiverLake', 'Rural', 'Rural', 'Rural', 'Rural']
64_21 ['RiverLake', 'Rural', 'Rural', 'Rural', 'Industrial', 'Farmland']
64_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'RiverLake']
64_27 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
64_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Farmland']
64_37 ['Industrial', 'Rural', 'Residential', 'Residential', 'Residential', 'Residential']
64_42 ['Farmland', 'Farmland', 'Rural', 'Rural', 'Rural', 'Rural']
64_43 ['Rural', 'Rural', 'Rural', 'Woods', 'Residential', 'RiverLake']
64_57 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural', 'Rural']
64_66 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
64_69 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
64_77 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
0_10 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
0_32 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
0_70 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
1_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
1_5 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake', 'RiverLake']
1_8 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Industrial', 'RiverLake']
1_16 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
1_17 ['Rural', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
1_19 ['Woods', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
1_24 ['Residential', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
1_31 ['Woods', 'Woods', 'Woods', 'Woods', 'Rural', 'Rural']
1_32 ['Residential', 'Residential', 'Residential', 'Rural', 'Rural', 'Rural']
1_34 ['Rural', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Woods']
1_41 ['Residential', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
1_64 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
2_2 ['Rural', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
2_6 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
2_18 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Farmland', 'Farmland']
2_39 ['Rural', 'Rural', 'Rural', 'Rural', 'Industrial', 'Industrial']
2_41 ['Industrial', 'Industrial', 'Industrial', 'Farmland', 'Rural', 'Rural']
2_42 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
2_43 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
2_50 ['Rural', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
2_67 ['Woods', 'Woods', 'Woods', 'Rural', 'Rural', 'Rural']
3_0 ['Rural', 'Rural', 'Rural', 'Rural', 'Farmland', 'Farmland']
3_5 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake', 'RiverLake']
3_14 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Industrial']
3_19 ['RiverLake', 'RiverLake', 'RiverLake', 'Farmland', 'Farmland', 'Industrial']
3_20 ['Rural', 'Rural', 'Rural', 'Rural', 'Farmland', 'Industrial']
3_24 ['Residential', 'Residential', 'Residential', 'Industrial', 'Industrial', 'Industrial']
3_31 ['Woods', 'Woods', 'Industrial', 'Residential', 'Residential', 'Residential']
3_35 ['Farmland', 'Farmland', 'Farmland', 'Industrial', 'Industrial', 'Industrial']
3_43 ['Rural', 'Rural', 'Rural', 'Rural', 'Woods', 'Woods']
3_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
3_66 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
3_69 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Woods']
4_0 ['Rural', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
4_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural']
4_21 ['Rural', 'Rural', 'Rural', 'Industrial', 'Industrial', 'Industrial']
4_30 ['Rural', 'Rural', 'Rural', 'Farmland', 'Farmland', 'Farmland']
4_33 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Residential']
4_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Rural']
4_41 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
4_45 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
4_66 ['Rural', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
4_72 ['Farmland', 'Farmland', 'Farmland', 'Rural', 'Rural', 'Rural']
4_77 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
5_0 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Farmland']
5_5 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake', 'RiverLake']
5_26 ['Industrial', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
5_35 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
5_36 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
5_44 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Rural']
5_49 ['Residential', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
5_51 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Farmland']
5_52 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Industrial']
5_53 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Rural']
5_57 ['Woods', 'Woods', 'Woods', 'Woods', 'Rural', 'Rural']
5_63 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Farmland']
5_73 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Woods']
6_0 ['RiverLake', 'RiverLake', 'RiverLake', 'Farmland', 'Farmland', 'Farmland']
6_26 ['Farmland', 'Farmland', 'Farmland', 'Industrial', 'Industrial', 'Industrial']
6_27 ['Industrial', 'Industrial', 'Industrial', 'Residential', 'Residential', 'Residential']
6_41 ['Farmland', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
7_4 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Rural']
7_6 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'RiverLake']
7_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Industrial']
7_11 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Residential']
7_15 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'Farmland']
7_46 ['Woods', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
